City,Source_File,Line_Number,Matched_Text,Lat,Long
Milton,18.-Phase-1-Environmental-Site-Assessment-Report.txt,4833,Regulations. The main objective of the Regulations is to prevent soil and groundwater contamination from storage tank systems located on federal and,,
Milton,18.-Phase-1-Environmental-Site-Assessment-Report.txt,4834,aboriginal lands. Storage tank systems that do not have a valid identification number displayed in a readily visible location on or near the storage tank,,
Milton,18.-Phase-1-Environmental-Site-Assessment-Report.txt,4837,Fuel Storage Tank:,,
Milton,18.-Phase-1-Environmental-Site-Assessment-Report.txt,4840,List of registered private and retail fuel storage tanks. This is not a comprehensive or complete inventory of private and retail fuel storage tanks in the,,
Milton,18.-Phase-1-Environmental-Site-Assessment-Report.txt,4841,"province; this listing is a copy of registered private and retail fuel storage tanks, obtained under Access to Public Information.",,
Milton,18.-Phase-1-Environmental-Site-Assessment-Report.txt,4842,"Notes: registration was not required for private fuel underground/aboveground storage tanks prior to January  1990, nor for furnace oil tanks prior to May",,
Milton,18.-Phase-1-Environmental-Site-Assessment-Report.txt,4843,"1, 2002;  registration is not required for waste oil tanks in apartments, office buildings, residences, etc., or aboveground gas or diesel tanks. Records are",,
Milton,18.-Phase-1-Environmental-Site-Assessment-Report.txt,4857,Fuel Storage Tank - Historic:,,
Milton,18.-Phase-1-Environmental-Site-Assessment-Report.txt,4861,tanks. Public records of private fuel storage tanks are only available since the registration became effective in September 1989. This information is now,,
Milton,18.-Phase-1-Environmental-Site-Assessment-Report.txt,4864,Ontario Regulation 347 Waste Generators Summary:,,
Milton,18.-Phase-1-Environmental-Site-Assessment-Report.txt,4867,"Regulation 347 of the Ontario EPA defines a waste generation site as any site, equipment and/or operation involved in the production, collection,",,
Milton,18.-Phase-1-Environmental-Site-Assessment-Report.txt,4868,"handling and/or storage of regulated wastes.  A generator of regulated waste is required to register the waste generation site and each waste produced,",,
Milton,18.-Phase-1-Environmental-Site-Assessment-Report.txt,4870,"the types of hazardous wastes generated. It includes data on waste generating facilities such as: drycleaners, waste treatment and disposal facilities,",,
Milton,18.-Phase-1-Environmental-Site-Assessment-Report.txt,4896,The Department of Indian & Northern Affairs Canada (INAC) maintains an inventory of aboveground & underground fuel storage tanks located on both,,
Milton,18.-Phase-1-Environmental-Site-Assessment-Report.txt,4913,"larger landfills provide landfill information for the previous operating year to the ministry for LIMO including: estimated amount of total waste received,",,
Milton,18.-Phase-1-Environmental-Site-Assessment-Report.txt,4915,"approved waste types, leachate of site treatment, contaminant attenuation zone and more. The small landfills include information such as site owner,",,
Milton,18.-Phase-1-Environmental-Site-Assessment-Report.txt,4922,"listings on mines (listed as public companies) dealing primarily with precious metals and hard rocks.  Listed are mines that are currently in operation,",,
Milton,18.-Phase-1-Environmental-Site-Assessment-Report.txt,4958,The Ministry of the Environment provides information about non-compliant discharges of contaminants to air and water that exceed legal allowable,,
Milton,18.-Phase-1-Environmental-Site-Assessment-Report.txt,4965,The Department of National Defense and the Canadian Forces maintains an inventory of all aboveground & underground fuel storage tanks located on,,
Milton,18.-Phase-1-Environmental-Site-Assessment-Report.txt,4977,National Defence & Canadian Forces Waste Disposal Sites:,,
Milton,18.-Phase-1-Environmental-Site-Assessment-Report.txt,4980,"The Department of National Defence and the Canadian Forces maintains an inventory of waste disposal sites located on DND lands.  Where available,",,
Milton,18.-Phase-1-Environmental-Site-Assessment-Report.txt,4981,"our inventory provides information on the base name, location, type of waste received, area of site, depth of site, year site opened/closed and status.",,
Milton,18.-Phase-1-Environmental-Site-Assessment-Report.txt,5025,private facilities.  Federal out-of-service PCB containing equipment and PCB waste owned by the federal government or by federally regulated industries,,
Milton,18.-Phase-1-Environmental-Site-Assessment-Report.txt,5027,"Although it is not Environment Canada's mandate to collect data on non-federal PCB waste, the National PCB inventory includes some information on",,
Milton,18.-Phase-1-Environmental-Site-Assessment-Report.txt,5028,provincial and private PCB waste and storage sites. Some addresses provided may be Head Office addresses and are not necessarily the location of,,
Milton,18.-Phase-1-Environmental-Site-Assessment-Report.txt,5029,where the waste is being used or stored.,,
Milton,18.-Phase-1-Environmental-Site-Assessment-Report.txt,5035,"comprehensive national data regarding releases to air, water, or land, and waste transfers for recycling for more than 300 listed substances.",,
Milton,18.-Phase-1-Environmental-Site-Assessment-Report.txt,5055,"The Ontario Ministry of Environment, Waste Management Branch, maintains an inventory of PCB storage sites within the province.  Ontario Regulation",,
Milton,18.-Phase-1-Environmental-Site-Assessment-Report.txt,5056,11/82 (Waste Management - PCB) and Regulation 347 (Generator Waste Management) under the Ontario EPA requires the registration of inactive PCB,,
Milton,18.-Phase-1-Environmental-Site-Assessment-Report.txt,5057,storage equipment and/or disposal sites of PCB waste with the Ontario Ministry of Environment.  This database contains information on:  1) waste,,
Milton,18.-Phase-1-Environmental-Site-Assessment-Report.txt,5058,quantities; 2) major and minor sites storing liquid or solid waste; and 3) a waste storage inventory.,,
Milton,18.-Phase-1-Environmental-Site-Assessment-Report.txt,5064,"remedial work, (EPA s. 18) - Order for preventative measures, (EPA s. 43) - Order for removal of waste and restoration of site, (EPA s. 44) - Order for",,
Milton,18.-Phase-1-Environmental-Site-Assessment-Report.txt,5065,"conformity with Act for waste disposal sites, (EPA s. 136) - Order for performance of environmental measures.",,
Milton,18.-Phase-1-Environmental-Site-Assessment-Report.txt,5073,Parks Canada Fuel Storage Tanks:,,
Milton,18.-Phase-1-Environmental-Site-Assessment-Report.txt,5076,"Canadian Heritage maintains an inventory of known fuel storage tanks operated by Parks Canada, in both National Parks and at National Historic Sites.",,
Milton,18.-Phase-1-Environmental-Site-Assessment-Report.txt,5102,Private and Retail Fuel Storage Tanks:,,
Milton,18.-Phase-1-Environmental-Site-Assessment-Report.txt,5106,"tanks and licensed retail fuel outlets. This database includes an inventory of locations that have gasoline, oil, waste oil, natural gas and/or propane",,
Milton,18.-Phase-1-Environmental-Site-Assessment-Report.txt,5107,storage tanks on their property. The MCCR no longer collects this information. This information is now collected by the Technical Standards and Safety,,
Milton,18.-Phase-1-Environmental-Site-Assessment-Report.txt,5116,Ontario Regulation 347 Waste Receivers Summary:,,
Milton,18.-Phase-1-Environmental-Site-Assessment-Report.txt,5119,"Part V of the Ontario Environmental Protection Act (""EPA"") regulates the disposal of regulated waste through an operating waste management system",,
Milton,18.-Phase-1-Environmental-Site-Assessment-Report.txt,5120,or a waste disposal site operated or used pursuant to the terms and conditions of a Certificate of Approval or a Provisional Certificate of Approval.,,
Milton,18.-Phase-1-Environmental-Site-Assessment-Report.txt,5121,Regulation 347 of the Ontario EPA defines a waste receiving site as any site or facility to which waste is transferred by a waste carrier.  A receiver of,,
Milton,18.-Phase-1-Environmental-Site-Assessment-Report.txt,5122,"regulated waste is required to register the waste receiving facility.  This database represents registered receivers of regulated wastes, identified by",,
Milton,18.-Phase-1-Environmental-Site-Assessment-Report.txt,5123,"registration number, company name and address, and includes receivers of waste such as: landfills, incinerators, transfer stations, PCB storage sites,",,
Milton,18.-Phase-1-Environmental-Site-Assessment-Report.txt,5129,The Record of Site Condition (RSC) is part of the Ministry of the Environment's Brownfields Environmental Site Registry. Protection from environmental,,
Milton,18.-Phase-1-Environmental-Site-Assessment-Report.txt,5136,Retail Fuel Storage Tanks:,,
Milton,18.-Phase-1-Environmental-Site-Assessment-Report.txt,5139,"This database includes an inventory of retail fuel outlet locations (including marinas) that have on their property gasoline, oil, waste oil, natural gas and /",,
Milton,18.-Phase-1-Environmental-Site-Assessment-Report.txt,5140,or propane storage tanks.,,
Milton,18.-Phase-1-Environmental-Site-Assessment-Report.txt,5153,"(approximate), type and quantity of contaminant, date of spill, environmental impact, cause, nature of impact, etc.  Information from 1988-2002 was part",,
Milton,18.-Phase-1-Environmental-Site-Assessment-Report.txt,5155,"Ontario are part of the MOE's Environmental Protection Act, Part X. The Ministry of the Environment, Conservation and Parks cites the coronavirus",,
Milton,18.-Phase-1-Environmental-Site-Assessment-Report.txt,5170,Wastewater Discharger Registration Database:,,
Milton,18.-Phase-1-Environmental-Site-Assessment-Report.txt,5178,Anderson's Storage Tanks:,,
Milton,18.-Phase-1-Environmental-Site-Assessment-Report.txt,5181,"The information provided in this database was collected by examining various historical documents, which identified the location of former storage tanks,",,
Milton,18.-Phase-1-Environmental-Site-Assessment-Report.txt,5187,Transport Canada Fuel Storage Tanks:,,
Milton,18.-Phase-1-Environmental-Site-Assessment-Report.txt,5190,"List of fuel storage tanks currently or previously owned or operated by Transport Canada.  This inventory also includes tanks on The Pickering Lands,",,
Milton,18.-Phase-1-Environmental-Site-Assessment-Report.txt,5195,Variances for Abandonment of Underground Storage Tanks:,,
Milton,18.-Phase-1-Environmental-Site-Assessment-Report.txt,5198,Listing of variances granted for storage tank abandonment. This is not a comprehensive or complete inventory of tank abandonment variances in the,,
Milton,18.-Phase-1-Environmental-Site-Assessment-Report.txt,5200,"underground storage tanks must be removed within two years of disuse; if removal of a tank is not feasible, an application may be sought for a variance",,
Milton,18.-Phase-1-Environmental-Site-Assessment-Report.txt,5204,Waste Disposal Sites - MOE CA Inventory:,,
Milton,18.-Phase-1-Environmental-Site-Assessment-Report.txt,5207,"The Ontario Ministry of Environment, Waste Management Branch, maintains an inventory of known open (active or inactive) and closed disposal sites in",,
Milton,18.-Phase-1-Environmental-Site-Assessment-Report.txt,5208,"the Province of Ontario. Active sites maintain a Certificate of Approval, are approved to receive and are receiving waste. Inactive sites maintain",,
Milton,18.-Phase-1-Environmental-Site-Assessment-Report.txt,5209,Certificate(s) of Approval but are not receiving waste. Closed sites are not receiving waste. The data contained within this database was compiled from,,
Milton,18.-Phase-1-Environmental-Site-Assessment-Report.txt,5210,the MOE's Certificate of Approval database. Locations of these sites may be cross-referenced to the Anderson database described under ERIS's Private,,
Milton,18.-Phase-1-Environmental-Site-Assessment-Report.txt,5211,"Source Database section, by the CA number. All new Environmental Compliance Approvals handed out after Oct 31, 2011 for Waste Disposal Sites will",,
Milton,18.-Phase-1-Environmental-Site-Assessment-Report.txt,5214,Waste Disposal Sites - MOE 1991 Historical Approval Inventory:,,
Milton,18.-Phase-1-Environmental-Site-Assessment-Report.txt,5217,"In June 1991, the Ontario Ministry of Environment, Waste Management Branch, published the ""June 1991 Waste Disposal Site Inventory"", of all known",,
Milton,18.-Phase-1-Environmental-Site-Assessment-Report.txt,5218,"active and closed waste disposal sites as of October 30st, 1990.  For each ""active"" site as of October 31st 1990, information is provided on site location,",,
Milton,18.-Phase-1-Environmental-Site-Assessment-Report.txt,5219,"site/CA number, waste type, site status and site classification.  For each ""closed"" site as of October 31st 1990, information is provided on site location,",,
Mississauga,Phase-One-Environmental-Site-Assessment.txt,103,areas of potential environmental concern (APECs) on the Phase One Property.  The identified PCAs and,43.589045,-79.64412
Mississauga,Phase-One-Environmental-Site-Assessment.txt,104,APECs are as follows:,43.589045,-79.64412
Mississauga,Phase-One-Environmental-Site-Assessment.txt,114,Summary of APECs and PCAs,43.589045,-79.64412
Mississauga,Phase-One-Environmental-Site-Assessment.txt,115,APEC,43.589045,-79.64412
Mississauga,Phase-One-Environmental-Site-Assessment.txt,117,APEC on the,43.589045,-79.64412
Mississauga,Phase-One-Environmental-Site-Assessment.txt,124,Contaminants of,43.589045,-79.64412
Mississauga,Phase-One-Environmental-Site-Assessment.txt,133,APEC #1,43.589045,-79.64412
Mississauga,Phase-One-Environmental-Site-Assessment.txt,156,"(PHCs), Benzene,",43.589045,-79.64412
Mississauga,Phase-One-Environmental-Site-Assessment.txt,161,"Metals, Arsenic (As),",43.589045,-79.64412
Mississauga,Phase-One-Environmental-Site-Assessment.txt,166,APEC #2,43.589045,-79.64412
Mississauga,Phase-One-Environmental-Site-Assessment.txt,183,"PHCs, BTEX",43.589045,-79.64412
Mississauga,Phase-One-Environmental-Site-Assessment.txt,186,APEC #3,43.589045,-79.64412
Mississauga,Phase-One-Environmental-Site-Assessment.txt,203,"PHCs, BTEX",43.589045,-79.64412
Mississauga,Phase-One-Environmental-Site-Assessment.txt,206,APEC #4,43.589045,-79.64412
Mississauga,Phase-One-Environmental-Site-Assessment.txt,224,"PHCs, BTEX",43.589045,-79.64412
Mississauga,Phase-One-Environmental-Site-Assessment.txt,227,APEC #5,43.589045,-79.64412
Mississauga,Phase-One-Environmental-Site-Assessment.txt,241,"PHCs, BTEX",43.589045,-79.64412
Mississauga,Phase-One-Environmental-Site-Assessment.txt,246,and APECs.  The scope of the Phase Two ESA should entail the analysis of representative soil and ground,43.589045,-79.64412
Mississauga,Phase-One-Environmental-Site-Assessment.txt,247,water samples from the Phase One Property for the contaminants of potential concern identified; including,43.589045,-79.64412
Mississauga,Phase-One-Environmental-Site-Assessment.txt,248,"PHCs, BTEX, VOCs, Metals, As, Sb, and Se. In addition, based on the presence of asbestos and other",43.589045,-79.64412
Mississauga,Phase-One-Environmental-Site-Assessment.txt,363,Contaminants of Potential Concern ..................................................................... 27,43.589045,-79.64412
Mississauga,Phase-One-Environmental-Site-Assessment.txt,399,Summary of Identified APECs ............................................................................................................... 27,43.589045,-79.64412
Mississauga,Phase-One-Environmental-Site-Assessment.txt,523,contamination (APECs);,43.589045,-79.64412
Mississauga,Phase-One-Environmental-Site-Assessment.txt,525,Tables and maps summarizing and providing the location of each PCA and APEC;,43.589045,-79.64412
Mississauga,Phase-One-Environmental-Site-Assessment.txt,579,potential fire hazards of existing buildings. The locations of above and below ground fuel storage tanks,43.589045,-79.64412
Mississauga,Phase-One-Environmental-Site-Assessment.txt,704,"One ESA, including the presence of a contaminant on, in or under the Phase One Property or the existence",43.589045,-79.64412
Mississauga,Phase-One-Environmental-Site-Assessment.txt,705,"of an area of potential environmental concern, is as follows:",43.589045,-79.64412
Mississauga,Phase-One-Environmental-Site-Assessment.txt,728,"wastewater discharges were identified to consist of domestic wastewater, wastewater from kitchen sinks",43.589045,-79.64412
Mississauga,Phase-One-Environmental-Site-Assessment.txt,733,"towards Lake Ontario. In the Phase One ESA, GHD identified five (5) PCAs which lead to five (5) APECs.",43.589045,-79.64412
Mississauga,Phase-One-Environmental-Site-Assessment.txt,734,"The APECs included on-site historical pesticide use, unknown fill material quality, vehicle servicing garage,",43.589045,-79.64412
Mississauga,Phase-One-Environmental-Site-Assessment.txt,735,"potential historical UST, and fuel storage tank integrated within a diesel fuel backup generator.",43.589045,-79.64412
Mississauga,Phase-One-Environmental-Site-Assessment.txt,744,environmental concern (APECs) identified during the 2020 Phase One ESA. The investigation occurred,43.589045,-79.64412
Mississauga,Phase-One-Environmental-Site-Assessment.txt,752,"Based on the results of the Phase Two ESA, no specific impacts were identified to be related to the APECs",43.589045,-79.64412
Mississauga,Phase-One-Environmental-Site-Assessment.txt,881,Ontario Regulation 347 Waste Generators Summary – Four (4) records exist for the Phase One,43.589045,-79.64412
Mississauga,Phase-One-Environmental-Site-Assessment.txt,887,tank (APEC 4).,43.589045,-79.64412
Mississauga,Phase-One-Environmental-Site-Assessment.txt,889,"1. Photoprocessing wastes generated from 2009-2020, pathological wastes and inorganic",43.589045,-79.64412
Mississauga,Phase-One-Environmental-Site-Assessment.txt,892,2. Pathological wastes generated in 2018 and 2020 at 1599 Hurontario Street by SmartShape,43.589045,-79.64412
Mississauga,Phase-One-Environmental-Site-Assessment.txt,894,3. Waste oils/sludges (petroleum based) generated in 2019 at 1599 Hurontario Street by,43.589045,-79.64412
Mississauga,Phase-One-Environmental-Site-Assessment.txt,896,"4. Inorganic/organic laboratory chemicals, aliphatic solvents, and petroleum distillates",43.589045,-79.64412
Mississauga,Phase-One-Environmental-Site-Assessment.txt,900,"5. Pathological wastes generated from 2015-2016, 2018, and 2020 at 1553 Hurontario Street",43.589045,-79.64412
Mississauga,Phase-One-Environmental-Site-Assessment.txt,932,concern to the Phase One Property (APEC #5). The records for the 250 m search radius relate to,43.589045,-79.64412
Mississauga,Phase-One-Environmental-Site-Assessment.txt,956,"Authority (TSSA) on May 20, 2022 for additional information regarding any storage tanks associated with",43.589045,-79.64412
Mississauga,Phase-One-Environmental-Site-Assessment.txt,958,fuel storage tank records were located for the Phase One Property and the adjoining properties within the,43.589045,-79.64412
Mississauga,Phase-One-Environmental-Site-Assessment.txt,963,of an area of potential environmental concern:,43.589045,-79.64412
Mississauga,Phase-One-Environmental-Site-Assessment.txt,1197,water storage tank. Previously installed monitoring wells and boreholes were observed throughout the,43.589045,-79.64412
Mississauga,Phase-One-Environmental-Site-Assessment.txt,1251,"repair operations occurring on the Phase One Property (APEC #1).  As a part of the enhanced investigation,",43.589045,-79.64412
Mississauga,Phase-One-Environmental-Site-Assessment.txt,1287,APEC #2 and #4,43.589045,-79.64412
Mississauga,Phase-One-Environmental-Site-Assessment.txt,1294,APEC #1,43.589045,-79.64412
Mississauga,Phase-One-Environmental-Site-Assessment.txt,1296,tanks and underground storage tanks,43.589045,-79.64412
Mississauga,Phase-One-Environmental-Site-Assessment.txt,1300,"boiler room. A 1,000 L double-walled storage tank and",43.589045,-79.64412
Mississauga,Phase-One-Environmental-Site-Assessment.txt,1309,APEC #2 - #4,43.589045,-79.64412
Mississauga,Phase-One-Environmental-Site-Assessment.txt,1314,Waste management records,43.589045,-79.64412
Mississauga,Phase-One-Environmental-Site-Assessment.txt,1322,discharges of contaminants,43.589045,-79.64412
Mississauga,Phase-One-Environmental-Site-Assessment.txt,1325,APEC #5,43.589045,-79.64412
Mississauga,Phase-One-Environmental-Site-Assessment.txt,1333,All APECs,43.589045,-79.64412
Mississauga,Phase-One-Environmental-Site-Assessment.txt,1367,No by-products or wastes created on the Site;,43.589045,-79.64412
Mississauga,Phase-One-Environmental-Site-Assessment.txt,1382,The water storage tank located in the pump room is 50+ years old with unknown,43.589045,-79.64412
Mississauga,Phase-One-Environmental-Site-Assessment.txt,1403,"The purpose of the Site reconnaissance was to determine if APECs exist, through observations about",43.589045,-79.64412
Mississauga,Phase-One-Environmental-Site-Assessment.txt,1405,"Area, as well as to identify potential contaminant pathways. Exterior observations of the Phase One",43.589045,-79.64412
Mississauga,Phase-One-Environmental-Site-Assessment.txt,1548,"tank was used to fuel the former boilers within the main building (APEC #4). In addition, recent asphalt",43.589045,-79.64412
Mississauga,Phase-One-Environmental-Site-Assessment.txt,1553,"generator, as well as a 1,000 L double-walled water storage tank and associated sump pit located in the",43.589045,-79.64412
Mississauga,Phase-One-Environmental-Site-Assessment.txt,1579,the basement of the main building and in the attached garage.  No evidence of any heating oil storage tanks,43.589045,-79.64412
Mississauga,Phase-One-Environmental-Site-Assessment.txt,1581,former heating oil UST (APEC #4).,43.589045,-79.64412
Mississauga,Phase-One-Environmental-Site-Assessment.txt,1602,pits is associated with a storage tank and this system is reported to be used to pump stormwater to the,43.589045,-79.64412
Mississauga,Phase-One-Environmental-Site-Assessment.txt,1644,"Dispensing of bulk liquid (including gasoline, i.e. gas station).",43.589045,-79.64412
Mississauga,Phase-One-Environmental-Site-Assessment.txt,1652,"Subject, Hazardous, Soil Waste and",43.589045,-79.64412
Mississauga,Phase-One-Environmental-Site-Assessment.txt,1661,Previous environmental investigations indicated hazardous wastes such as,43.589045,-79.64412
Mississauga,Phase-One-Environmental-Site-Assessment.txt,1662,"pathological wastes, drugs, clothing, bandages, etc. were historically",43.589045,-79.64412
Mississauga,Phase-One-Environmental-Site-Assessment.txt,1669,"Current standby diesel generator (APEC #3), located in the southern portion",43.589045,-79.64412
Mississauga,Phase-One-Environmental-Site-Assessment.txt,1672,Historic standby diesel generator with a stand-alone diesel fuel AST (APEC,43.589045,-79.64412
Mississauga,Phase-One-Environmental-Site-Assessment.txt,1676,(APEC #4).,43.589045,-79.64412
Mississauga,Phase-One-Environmental-Site-Assessment.txt,1678,"A 1,000 L double-walled storage tank for stormwater was found in the",43.589045,-79.64412
Mississauga,Phase-One-Environmental-Site-Assessment.txt,1684,(APEC #1).,43.589045,-79.64412
Mississauga,Phase-One-Environmental-Site-Assessment.txt,1692,A spill of oily water to a storm drain occurred in 2009 (APEC #5).,43.589045,-79.64412
Mississauga,Phase-One-Environmental-Site-Assessment.txt,1900,APEC on Phase,43.589045,-79.64412
Mississauga,Phase-One-Environmental-Site-Assessment.txt,1935,APEC on Phase,43.589045,-79.64412
Mississauga,Phase-One-Environmental-Site-Assessment.txt,1957,contamination associated with the property.  A Phase One ESA is a preliminary study in which it is sufficient,43.589045,-79.64412
Mississauga,Phase-One-Environmental-Site-Assessment.txt,1966,the potential to contaminate the Phase One Property.  The APECs are presented on Figure 5 and are,43.589045,-79.64412
Mississauga,Phase-One-Environmental-Site-Assessment.txt,1969,Summary of Identified APECs,43.589045,-79.64412
Mississauga,Phase-One-Environmental-Site-Assessment.txt,1971,APEC ID,43.589045,-79.64412
Mississauga,Phase-One-Environmental-Site-Assessment.txt,1972,Location of APEC on Phase,43.589045,-79.64412
Mississauga,Phase-One-Environmental-Site-Assessment.txt,1981,APEC 1,43.589045,-79.64412
Mississauga,Phase-One-Environmental-Site-Assessment.txt,1994,APEC 2,43.589045,-79.64412
Mississauga,Phase-One-Environmental-Site-Assessment.txt,2002,APEC 3,43.589045,-79.64412
Mississauga,Phase-One-Environmental-Site-Assessment.txt,2014,APEC 4,43.589045,-79.64412
Mississauga,Phase-One-Environmental-Site-Assessment.txt,2024,APEC 5,43.589045,-79.64412
Mississauga,Phase-One-Environmental-Site-Assessment.txt,2036,Contaminants of Potential Concern,43.589045,-79.64412
Mississauga,Phase-One-Environmental-Site-Assessment.txt,2037,The contaminants of potential concern (COPC) identified with respect to each APEC identified in Section,43.589045,-79.64412
Mississauga,Phase-One-Environmental-Site-Assessment.txt,2049,APEC ID,43.589045,-79.64412
Mississauga,Phase-One-Environmental-Site-Assessment.txt,2050,Location of APEC on Phase One Property,43.589045,-79.64412
Mississauga,Phase-One-Environmental-Site-Assessment.txt,2055,APEC 1,43.589045,-79.64412
Mississauga,Phase-One-Environmental-Site-Assessment.txt,2058,"Petroleum Hydrocarbons (PHCs), Benzene, Toluene,",43.589045,-79.64412
Mississauga,Phase-One-Environmental-Site-Assessment.txt,2060,"(VOCs), Metals, Arsenic (As), Antimony (Sb), Selenium (Se)",43.589045,-79.64412
Mississauga,Phase-One-Environmental-Site-Assessment.txt,2061,APEC 2,43.589045,-79.64412
Mississauga,Phase-One-Environmental-Site-Assessment.txt,2064,"PHCs, BTEX",43.589045,-79.64412
Mississauga,Phase-One-Environmental-Site-Assessment.txt,2065,APEC 3,43.589045,-79.64412
Mississauga,Phase-One-Environmental-Site-Assessment.txt,2067,"PHCs, BTEX",43.589045,-79.64412
Mississauga,Phase-One-Environmental-Site-Assessment.txt,2068,APEC 4,43.589045,-79.64412
Mississauga,Phase-One-Environmental-Site-Assessment.txt,2070,"PHCs, BTEX",43.589045,-79.64412
Mississauga,Phase-One-Environmental-Site-Assessment.txt,2071,APEC 5,43.589045,-79.64412
Mississauga,Phase-One-Environmental-Site-Assessment.txt,2073,"PHCs, BTEX",43.589045,-79.64412
Mississauga,Phase-One-Environmental-Site-Assessment.txt,2121,Areas of Potential Environmental Concerns (APECs),43.589045,-79.64412
Mississauga,Phase-One-Environmental-Site-Assessment.txt,2126,"environmental concern (APECs) on the Phase One Property, as shown in Figure 5.",43.589045,-79.64412
Mississauga,Phase-One-Environmental-Site-Assessment.txt,2131,APEC,43.589045,-79.64412
Mississauga,Phase-One-Environmental-Site-Assessment.txt,2133,APEC on the,43.589045,-79.64412
Mississauga,Phase-One-Environmental-Site-Assessment.txt,2139,Contaminants of,43.589045,-79.64412
Mississauga,Phase-One-Environmental-Site-Assessment.txt,2148,APEC #1,43.589045,-79.64412
Mississauga,Phase-One-Environmental-Site-Assessment.txt,2166,"PHCs, BTEX,",43.589045,-79.64412
Mississauga,Phase-One-Environmental-Site-Assessment.txt,2167,"VOCs, Metals, As,",43.589045,-79.64412
Mississauga,Phase-One-Environmental-Site-Assessment.txt,2171,APEC #2,43.589045,-79.64412
Mississauga,Phase-One-Environmental-Site-Assessment.txt,2174,Storage Tank,43.589045,-79.64412
Mississauga,Phase-One-Environmental-Site-Assessment.txt,2186,"PHCs, BTEX",43.589045,-79.64412
Mississauga,Phase-One-Environmental-Site-Assessment.txt,2189,APEC #3,43.589045,-79.64412
Mississauga,Phase-One-Environmental-Site-Assessment.txt,2203,"PHCs, BTEX",43.589045,-79.64412
Mississauga,Phase-One-Environmental-Site-Assessment.txt,2206,APEC #4,43.589045,-79.64412
Mississauga,Phase-One-Environmental-Site-Assessment.txt,2210,Storage Tank,43.589045,-79.64412
Mississauga,Phase-One-Environmental-Site-Assessment.txt,2223,"PHCs, BTEX",43.589045,-79.64412
Mississauga,Phase-One-Environmental-Site-Assessment.txt,2226,APEC #5,43.589045,-79.64412
Mississauga,Phase-One-Environmental-Site-Assessment.txt,2237,"PHCs, BTEX",43.589045,-79.64412
Mississauga,Phase-One-Environmental-Site-Assessment.txt,2254,Location of APEC on the,43.589045,-79.64412
Mississauga,Phase-One-Environmental-Site-Assessment.txt,2256,Contaminants of Concern,43.589045,-79.64412
Mississauga,Phase-One-Environmental-Site-Assessment.txt,2263,"PHCs, BTEX, VOCs, Metals, As,",43.589045,-79.64412
Mississauga,Phase-One-Environmental-Site-Assessment.txt,2268,"PHCs, BTEX",43.589045,-79.64412
Mississauga,Phase-One-Environmental-Site-Assessment.txt,2272,"PHCs, BTEX",43.589045,-79.64412
Mississauga,Phase-One-Environmental-Site-Assessment.txt,2276,"PHCs, BTEX",43.589045,-79.64412
Mississauga,Phase-One-Environmental-Site-Assessment.txt,2280,"PHCs, BTEX",43.589045,-79.64412
Mississauga,Phase-One-Environmental-Site-Assessment.txt,2311,"PCAs and their associated APECs and COPC, in support of a development approval application with the",43.589045,-79.64412
Mississauga,Phase-One-Environmental-Site-Assessment.txt,2318,concern (APECs) on the Phase One Property.,43.589045,-79.64412
Mississauga,Phase-One-Environmental-Site-Assessment.txt,2321,and APECs.  The scope of the Phase Two ESA should entail the analysis of representative soil and ground,43.589045,-79.64412
Mississauga,Phase-One-Environmental-Site-Assessment.txt,2322,water samples from the Phase One Property for the contaminants of potential concern identified; including,43.589045,-79.64412
Mississauga,Phase-One-Environmental-Site-Assessment.txt,2323,"PHCs, BTEX, VOCs, Metals, As, Sb, and Se.",43.589045,-79.64412
Mississauga,Phase-One-Environmental-Site-Assessment.txt,2335,"One Property or within the Phase One Study Area.  Therefore, five (5) APECs were identified on the Phase",43.589045,-79.64412
Mississauga,Phase-One-Environmental-Site-Assessment.txt,2483,"Ministry of the Environment, Conservation and Parks (MOECP) Brownfields Environmental Site",43.589045,-79.64412
Mississauga,Phase-One-Environmental-Site-Assessment.txt,2855,APEC 1: Auto Se rvic e  Garage,43.589045,-79.64412
Mississauga,Phase-One-Environmental-Site-Assessment.txt,2856,APEC 2: Historic  Ab ove -ground,43.589045,-79.64412
Mississauga,Phase-One-Environmental-Site-Assessment.txt,2858,APEC 3: Curre nt Die se l Fue l Bac k-up,43.589045,-79.64412
Mississauga,Phase-One-Environmental-Site-Assessment.txt,2860,APEC 4: Historic  Und e r-ground,43.589045,-79.64412
Mississauga,Phase-One-Environmental-Site-Assessment.txt,2862,APEC 5: Historic  O ily Wate r Sp ill,43.589045,-79.64412
Mississauga,Phase-One-Environmental-Site-Assessment.txt,3085,Photo depicts stormwater storage tank that is no,43.589045,-79.64412
Mississauga,Phase-One-Environmental-Site-Assessment.txt,3965,Anderson's Waste Disposal Sites,43.589045,-79.64412
Mississauga,Phase-One-Environmental-Site-Assessment.txt,3971,Aboveground Storage Tanks,43.589045,-79.64412
Mississauga,Phase-One-Environmental-Site-Assessment.txt,4019,Compressed Natural Gas Stations,43.589045,-79.64412
Mississauga,Phase-One-Environmental-Site-Assessment.txt,4127,Federal Identification Registry for Storage Tank Systems,43.589045,-79.64412
Mississauga,Phase-One-Environmental-Site-Assessment.txt,4134,Fuel Storage Tank,43.589045,-79.64412
